"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2010-02-14","9","Skidor","","","02:03:31","","","","00:13:39","01:41:47","00:08:05","39.704","209.0","3.95","","155","169","","","","","","","","","","","Syaslingan
3/512, +4.11 (Staffan Johansson, Linköpings SK). 

I år var det 4 varv på en 10km slinga som gällde, det vanliga spåret samt två svängar ute på gärden. Mycket stakning med andra ord

Jag fick en bra start och låg som fjärde man i tätklungan de första kilometrarna. Tyckte det gick ganska långsamt men jag ville inte förivra mig och låg fint där. Vid stadion (efter 5km) tappade jag lite positioner och var nere på 10:onde plats typ, så när staffan gick upp och körde var jag inte riktigt med. Valde då att trycka på hårt ett tag vilket gjorde att jag kom ikapp klungan strax efter staffan. Vi bildade en fyrmannaklunga och vi körde ihop under andra varvet. 

Strax före varvning gick jag upp i tät och drog en stund. Då sprack klungan upp och jag fick med mig en åkare från Boxholm. Vi körde ihop under större delen av varv 3. Strax före varvningen, när  jag tryckte på bra lossnade dock handtaget från staven. Staven satt kvar i snön och jag hade handtaget i näven.. Jävligt surt eftersom jag kände mig rätt stark. Fick vända tillbaka och trycka på handtaget igen. Det funkade dock rätt bra och höll ända in imål. Åkaren från Boxholm försvann dock och det var precis jag hann iväg innan 4:an i loppet kom. 

Jag tryckte dock på bra under sista varvet, men lyckades inte plocka in boxholmaren. Behöll dock min tredje plats vilket gjorde att det blev exakt samma topp trio som förra året.

Är nöjd med loppet. Helt klart mitt bästa långlopp hittills denna säsongen. 

Tack Sara för kanon vätskelangning!

10km tider:
1. 29.52
2. 30.41
3. 31.43 (stavproblem)
4. 31.16 (300m kort)

Resultat:
http://www3.idrottonline.se/ImageVault/Images/id_230934/scope_0/ImageVaultHandler.aspx

Spöade även Ptr så..
7- 0 (börjar bli ett stort försprång nu...)",""
"2010-02-15","18","Running","","","00:41:42","","00:05:41","00:30:14","00:05:47","","","8.1","","2.0","","117","135","","","","","","","","","Puma Trailfox III","","Trött som sjutton efter en stressig dag på jobbet (4h kurs följt av 3.5h undervisning). Valde därför att skippa dagens LOK-gympa.

Fick bli ett lättare joggpass runt Tinnerö istället..mest för att komma ut lite.",""
"2010-02-16","17","Running","","","00:22:25","","","","","00:10:05","00:12:20","6.32","","4.55","","155","166","","","","","","","","","Saucony Sinister","","Testrunda III

Inga förhoppningar alls på nån bra tid eftersom underlaget var rätt kasst pga av snön. Men men bara att köra på ändå...

Öppnade ganska friskt men tappade fart på bortre sidan där det låg mer snö. Hade dock en ganska stor lucka till Ptr vid varningen (11.10 resp 11.28). Jag försökte göra en liten tempoökning ut på andra varvet men fick ganska snabbt ont i ryggen. Detta i kombination med dålig motivation gjorde att jag tappade fart och Ptr kunde gå ikapp. Han gick om på krönet i första backen. 

Hade ändå ganska mycket krafter kvar men eftersom Ptr, den stackarn, förlorat de 7 första interna deltävlingarna så valde jag att inte spurta ner honom utan lät honom springa in imål några sekunder före mig. Jag joggade in på 22.25 på en puls (166) som inte ens var nära min maxpuls (186).

Varvtider:
11.10
11.15

Så nu när Ptr fått en tröstpinne kan jag ta hem resten..
7 -1",""
"2010-02-16","17","Running","warm up/down","","00:34:41","","","00:34:41","","","","6.24","","2.0","","","","","","","","","","","","Saucony Sinister","","Jogg till och från Hjulsbro",""
"2010-02-17","17","Running","intervals","","00:16:00","","","","","00:16:00","","5.2","","4.0","","148","155","","","","","","","","","Saucony Fastwitch","","Mina planer på lunchträning grusades eftersom jag var tvungen att fixa lite grejer åt mina små studenter.

Drog istället till CH efter jobbet.
Ställde mig på bandet och körde 3min med 1min joggvila. 
Hade planerat att köra minst 8st, men på den sjätte så stendog löparbandet. Troligtvis pressade jag bandet för hårt. Fick inte igång det igen...

Eftersom alla andra band var upptagna fick jag avsluta passet på ellipsen.
",""
"2010-02-17","17","Running","","","00:15:00","","","00:15:00","","","","3.0","","2.0","","","","","","","","","","","","Saucony Fastwitch","","Löpning före samt lätt jogg mellan intervallerna",""
"2010-02-17","17","Ellipsmaskin","","","00:15:00","","","","00:15:00","","","","","3.0","","","","","","","","","","","","","","",""
"2010-02-18","11","Skidor","","","00:32:00","","","","","00:32:00","","9.7","","4.0","","152","160","","","","","","","","","Atomic RC11","","Lunchträning. Skidor på golfbanan. 
Stakintervaller. 4x8min med 2min lätt åkning mellan.

Svårt att köra hårt eftersom stavfästet var riktigt dåligt, men jag försökte köra på hyfsat iallafall.",""
"2010-02-18","11","Skidor","warm up/down","","00:28:12","","","00:28:12","","","","6.3","","2.0","","","","","","","","","","","","Atomic RC11","","",""
"2010-02-19","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Vilodag.
Resa till UK (Bristol) med Ptr och Figge.",""
"2010-02-20","13","Orientering","race","","00:37:20","","","","","00:26:50","00:10:30","6.4","","4.28","","","","","","","","","","","","Inov8 Mudclaw 270 II","","Medeldistanstävling, Forest of Dean
2/?? ~1.30 (Mattew Crane)

Första tävlingen i UK var en träningstävling runt lördag lunch ungefär 45min från Bristol i ett skogsområde som kallas Forest of Dean. Låg några centimeter snö på marken men inget som direkt störde. 

Var väldigt osäker i början då vi hade några kontroller i ett område med en massa diken. Fick dock de inledande kontrollerna ok. Sprang sedan bra och gjorde bara två små krokar på 6:e och 9:onde. (Där stämde inte kartan)

På väg mot 12:an var det en massa släpstigar som gick ner i det gröna och jag blev osäker på om jag var framme vid den stora stigen. Tvekade ett tag men tillslut kom jag ut på den stora stigen och då fick jag kontrollen fint. Tappade dock 45sek på FIgge.

Sista delen gick bra och det blev inga större misstag. 

Är nöjd med loppet. Blev 2:a bara slagen av en snabb engelsman. Slog Figge med 1.30 och Ptr med 7 (!) min (he really cocked up big time..)

Så: E-P: 8-1

Resultat: (Kommer)

<table style=""width:auto;""><tr><td><a href=""http://picasaweb.google.se/lh/photo/5m0CgGN0WNyuYVagl36QbA?feat=embedwebsite""><img src=""http://lh3.ggpht.com/_aUvxP1dzPOo/S4LYEdTrjmI/AAAAAAAAA1o/rH-65D6kvcQ/s400/2010-02-20%20-%20NGOC%20Middle.jpg"" /></a></td></tr><tr><td style=""font-family:arial,sans-serif; font-size:11px; text-align:right"">Från <a href=""http://picasaweb.google.se/erima525/Kartor?feat=embedwebsite"">Kartor</a></td></tr></table>

",""
"2010-02-20","13","Running","warm up/down","","00:12:00","","","00:12:00","","","","2.0","","2.0","","","","","","","","","","","","Inov8 Mudclaw 270 II","","",""
"2010-02-21","11","Orientering","","","01:52:21","","","00:00:48","00:20:33","01:30:46","00:00:14","13.8","","3.8","","151","165","","","","","","","","","Inov8 Mudclaw 270 II","","Långdistans, Southern champs M21E
 
Samma skogsområde (Forest of Dean) som gårdagens tävling fast på en annan karta. 

Det var en riktigt lång, tuff, lerig och snårig ol-bana. Gjorde ett riktigt dåligt lopp. Gjorde massor av misstag vilket gjorde att jag också tappade kämparglöden. Ptr, som startade 6min efter, kom ikapp när jag missade #28. Vi hängde ihop till målet. Figge var mellan mig och Ptr. 

Riktigt bra träning. Tuffare än så här blir det knappt.

Resultat:
http://www.ngocweb.com/schamps2010/resultsd2.pdf

Tyvärr plockade Ptr in en pinne..
E-P: 8-2

<table style=""width:auto;""><tr><td><a href=""http://picasaweb.google.com/lh/photo/xBRruA8_2qtZHMWwDxJkLQ?feat=embedwebsite""><img src=""http://lh3.ggpht.com/_aUvxP1dzPOo/S4LZdHwM-VI/AAAAAAAAA2Y/7y5LnFFPYLs/s400/2010-02-21%20-%20Southern%20Champs%20Long.jpg"" /></a></td></tr><tr><td style=""font-family:arial,sans-serif; font-size:11px; text-align:right"">Från <a href=""http://picasaweb.google.com/erima525/Kartor?feat=embedwebsite"">Kartor</a></td></tr></table> ",""
"2010-02-21","11","Running","warm up/down","","00:15:00","","","00:15:00","","","","2.5","","2.0","","","","","","","","","","","","Inov8 Mudclaw 270 II","","Uppvärmning.",""
"2010-02-22","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Kom hem vid 02.30. Somnade strax efter 03. Upp igen vid 07.20 för att åka till uni och ha 4h föreläsning. Hade sedan själv undervisning på em och åkte hem vid 18.30. Sjuuuukt trött. Inte alls läge att träna. Bara hoppas att man inte blir sjuk efter detta...",""
"2010-02-23","18","Running","","","01:08:16","","00:05:42","01:01:07","00:01:27","","","12.5","","1.94","","116","128","","","","","","","","","Puma Trailfox III","","Fortfarande trött efter helgen. Fick bli ett löppass med Ptr.
(Jag sprang ända hem men klockan dog innan jag hann hem).",""
"2010-02-24","18","Skidor","","","01:06:43","","00:03:38","00:07:40","00:29:37","00:25:48","","17.0","","3.16","","137","163","","","","","","","","","Atomic RC11","","Tänkte att det kanske skulle vara fint och köra lite skidor med tanke på det lilla loppet om 1.5 vecka. Så därför drog jag och jonas (ptr kom också dit) till Hackefors. Hade tänkt köra hyfsat hårt, mestadels stakning. Stavfästet var dock ganska dåligt så det var svårt att trycka på i stakningen. Körde på hyfsat i början men kroppen svarade inte alls. Kändes inte alls bra och slog därför av på takten.
Antingen så är jag fortfarande sliten efter helgen eller så har jag nått i kroppen... ",""
"2010-02-25","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Eftersom jag kände mig så trött igår så fick det bli vila idag.
Topp 200 på vasan känns långt borta i nuläget...",""
"2010-02-26","17","Running","","","00:45:17","","00:00:30","00:03:50","00:35:01","00:05:56","","9.582","","3.02","","135","154","","","","","","","","","Puma Trailfox III","","Inte sugen på skidor eftersom det regnade. Kroppen inte upplagd för intervaller i hallen.
Fick bli ett löppass runt Tinnerö. Hyfsad fart. Kändes ok.",""
"2010-02-26","17","Styrka","","","00:10:00","","","00:10:00","","","","","","2.0","","","","","","","","","","","","","","Lite styrka hemma efteråt också.",""
"2010-02-27","10","Running","","","00:35:46","","","","00:35:46","","","7.5","","3.0","","","","","","","","","","","","Puma Trailfox III","","Jogg till Uni, sen till valla och tillbaka hem.",""
"2010-02-27","10","Orientering","","","00:22:23","","","","","","00:22:23","3.3","","5.0","","168","174","","","","","","","","","Puma Trailfox III","","Sprintcup IV, Universitetet.

1/17 (-0.34)

Hade stora svårigheter att hitta stämpelenheterna. Speciellt på sista kontrollen då den låg nedtryckt i snön och det tog mig ca:45 sek innan jag hittade den. Annars gick det bra och trots missen på sista så kunde jag ta hem det med 34 sek före Ptr. Tur för mig att de andra grabbarna springer så långsamt...

Resultat:
http://www.obasen.nu/winsplits/online/sv/default.asp?page=table&databaseId=13535&categoryId=0

E - P : 9 - 2",""
"2010-02-27","10","Running","tempo","","00:10:53","","","","","00:10:53","","2.4","","4.0","","","","","","","","","","","","Puma Trailfox III","","Jag, Ptr, Dryml och Perry sprang till valla och sprang en testbana på Ptrs nya sprintkarta i T1.
Riktigt kul sprintområde!",""
"2010-02-27","16","Note","","","","","","","","","","","","","","","","","","","","","","","","","","Hockeymatch mot Denseln på kvällen. Tyvärr torsk med 10-7 med ändå sjukt kul.",""
"2010-02-28","12","Skidor","","","02:21:46","","00:26:08","01:29:38","00:26:00","","","28.501","","2.0","","117","139","","","","","","","","","Atomic RC11","","Jag och bestämde oss för att köra ett långpass skidor som uppladdning inför vasan. 
Vi drog till Sya eftersom vi trodde det skulle vara bäst spår där.

+3 grader gjorde att det var klisterföre. Vi valde dock att skippa vallan och körde enbart stakning. Stavfästet var bitvis riktigt dåligt så det var svårt att få nått tryck i stakningen. Gick riktigt långsamt, men förhoppningsvis nyttigt. Kroppen var rejält sliten efter gårdagens hockeymatch. Framförallt på utsidan av låren, vilket kändes när man skulle saxa.",""
"2010-03-01","18","Styrka","","","00:40:00","","","","00:40:00","","","","","3.0","","","","","","","","","","","","","","LOK-styrka, 4 varv
Slitna hockeymuskler.",""
"2010-03-02","17","Löpning terräng","","","00:28:12","","","","","00:22:40","00:05:32","4.52","","4.2","","162","167","","","","","","","","","Inov8 Mudclaw 270 II","","Martins bana

Riktigt svåra förhållande. En smal upptrampad stig med djup snö vid sidan av. Mjölksyran kom riktigt snabbt, men försökte köra på ändå. Efter typ 10 min får jag riktigt ont i ryggen vilket gör att jag får svårt att springa på det sladdriga underlaget. Kämpar dock på men tappar mycket sista biten.

Ptr var en bit före så han plockade in en pinne...
E-P: 9-3",""
"2010-03-02","17","Löpning terräng","","","00:41:03","","","","00:41:03","","","5.34","","3.0","","","","","","","","","","","","","","Jobbig uppvärmning på banan baklänges sen kort nedjogg.",""
"2010-03-03","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Vilodag.
Mycket att fixa på jobbet eftersom jag ska vara ledig till Tisdag, så någon lunchträning hanns inte med. 
Väl hemma skulle jag fixa skidorna, packa, diska och tvätta. Fanns helt enkelt inte tid över till träning denna dag..",""
"2010-03-04","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Resa till Dalarna. Åkte med Ptr till Laxå där jag blev upplockad av dalstorpsbilen och sen vidare till boendet i kläppen.",""
"2010-03-05","10","Skidor","race","","01:10:47","","","00:00:02","00:03:50","00:50:21","00:16:34","23.376","","4.18","","158","171","","","","","","","","","Atomic RC11","","Stafettvasan ""Team Dalstorps IF""
5:19:47 (+1:09:10)
42/1200 

Som uppladdning inför vasaloppet valde vi att ställa upp i stafettvasan. Laget var Patrik - Jag - Sven - Mor - Far

Jag körde andra sträckan som gick mellan Mångsbodarna och Evertsberg (23.4 km). Jag hade bestämt mig för att köra på hyfsat men inte max, för att få en bra genomkörare. Patrik kom in som 135:a så det var rejält med åkare framför (de flesta lag hade duktiga åkare på första sträckan).

Jag körde på enligt planen och tyckte det kändes bra. Passerade åkare hela vägen. Fick känningar i ryggen de sista kilometerna men kunde köra på hyfsat fort ändå. Kom in som 36:a och hade med andra ord passerat 99 lag. 

Resten av laget körde på bra de sista sträckorna och vi kom på en 42:a plats. Mycket bra insats av laget...

Kul tävling och en fin genomkörare.",""
"2010-03-06","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Förberedelser inför morgondagen.

Som vanligt bestod dagen av födointag samt vallning.
Jag valde:

Glid:
Grafit
Ski-Go HF Orange och HF Grön 50/50 
Skid-Go Fluorpulver C105

Fäste:
Baswax
2 Lager Ski-go HF blå -1/-20
2 Lager Swix VR40

Vädret såg ut att bli stabilt på minusgrader under hela loppet.",""
"2010-03-07","7","Skidor","race","","04:47:02","","00:00:08","00:05:39","00:36:26","03:45:10","00:19:39","90.685","","3.9","","153","175","","","","","","","","","Madshus Nanosonic","","VASALOPPET

Tid: 4:47:02 (+44:03, Jörgen Brink)
Plac: 292/16000

http://www.resultat.vasaloppet.se/vasa/result?oid=1010381

* Innan start *
Vi vaknade 04.15. Åt frukost, tog på oss grejerna och begav oss till starten strax efter 05. Eftersom vi var 6 personer i stugan (5 åkare plus morsan som skötte markservicen) fick vi åka två gånger. Vi bestämde att farsan skulle skjutsa oss för att sedan åka tillbaka till boendet i Kläppen och hjälpa morsan att städa stugan. Patrik, som stod i samma led som farsan tog även hans skidor. Vi lämnade våra väskor i bilen och tog bara med oss skidorna. Vi fick köa i kanske 20min innan insläppet och jag fick en bra position i ledet. Stod en bit till vänster med en åkare framför mig. 

När alla hade lagt in sina skidor samlades vi fyra och jag ringde morsan. Dom hade lämnat stugan vid 06.10 och satt nu i bilkö på väg mot starten. Vi bestämde oss för att gå bort till en av de stora parkeringarna för att möta dem. Framåt 07.00 hade de fortfarande inte kommit så jag ringde igen och fick då höra att bilkön knappt rullade framåt och att de hade en bra bit kvar till starten. Började bli ordentligt orolig. Vi hade i princip kontinuerlig telefonkontakt och strax före 07.30 bestämde vi oss för att agera. Så farsan plockade i ordning våra grejer (pjäxor, mössa eller buff samt handskar) i påsar och började springa mot starten. Jag och Ptr bestämde oss för att springa och möta honom. Vi sprang i nästan 10min innan vi mötte honom. Vi tog grejerna och sprang tillbaka till Patrik och Sven. Klockan är nu nästan 07.50 och bara 10min kvar till start. Vi satte på oss pjäxorna snabbt som satan och rusade ner mot starten. Kom in i mitt led 07.55. Av med alla överdragskläder och tryckte ner dem i säcken, drog en snabb piss (mitt bland alla åkare typ) och satte på mig skidor och stavar. 30 sek senare gick startportarna upp och färden till Mora inleddes. 

Inte direkt en optimal uppladdning. Löpning i ganska bra fart i kanske 15 min samt extremt påfrestande mentalt. Alla våra gubbar hann dock fram och kom med i starten. Trafikkaoset gjorde dock att massor av åkare inte hann till starten och fick åka iväg efteråt. Där har arrangörerna nått att tänka på till kommande år...

* Berga By - Smågan *
Fick en bra start och avancerade ganska mycket på startrakan. Backen gick också bra. Kändes som det gick betydligt fortare än tidigare år och pulsen var rejält hög. Fästet kändes ganska dåligt faktiskt och jag blev rejält orolig. Farten var fortsatt hög uppe på myrarna och det kändes att jag var längre fram än tidigare år. Tyckte att glidet var ganska dåligt uppe på myrarna men det gällde inte bara mig. 
Tid: 34:54 
Plac: 204

* Smågan - Mångsbodarna *
Farten var fortsatt mycket hög och jag fick trycka på ordentligt i stakningen för att hänga med den klungan jag körde med. Blev passerad av ganska många åkare, troligtvis var de flesta av dessa riktigt duktiga åkare som fått en ganska dålig start. Men jag kände mig fortsatt relativt stark och stakningen kändes bra.
Tid: 1.12.46 
Plac: 232

* Mångsbodarna - Risberg *
Efter mångsbodarna går det nerför i några kilometrar. Glidet var här bättre än uppe på myarna och jag hade jämförbart glid mot de jag åkte med. Stigningarna upp mot Risberg brukar jag tycka är riktigt tunga. Tog det därför rätt lugnt uppför och blev passerad av ett gäng åkare. Ville inte bränna för mycket kraft så här tidigt in i loppet.
Tid: 1.44.29
Plac: 245

* Risberg - Evertsberg *
Ganska rolig sträcka med varierad åkning. Jag körde på bra och kände mig fortsatt ganska stark. Några kilometer innan kontrollen börjar jag dock få känningar i ländryggen. Tyckte inte det var så farligt utan jag kunde hänga med den klunga jag körde med.
Tid: 2.24.18
Plac: 251

* Evertsberg - Oxberg *
Stannande ganska länge i kontrollen i evertsberg, vilket medförde att jag tappade den klunga jag kört med. Nedförskörningen efter kontrollen gick bra och då kände jag inte av ryggen. Men när den väl var slut och det var dags att börja staka kände jag av ryggen igen. Hade svårt att hålla trycket uppe och jag kände att mig rätt svag och trött. I stigningen upp mot Oxberg, framförallt i Lundbäcksbackarna, blev jag väldigt trött och blev passerad av massor av åkare. När jag tillslut kom fram till stationen i Oxberg stannade jag bra länge och drack 6-7 muggar av blåbärssoppa och sportdryck. 
Tid: 3.07.57
Plac: 276

* Oxberg - Hökberg *
Min absolut jobbigaste sträcka. Var väldigt trött hela vägen och det kändes som om jag stod still. Blev fortsatt passerad av flera åkare, men jag försökte inte ens hänga på utan kände mig mest uppgiven. Trodde aldrig jag skulle komma till Hökberg.
Tid: 3.41.27
Plac: 297

* Hökberg - Eldris *
Fortsatt riktigt tungt. Ingen tävlingsinstinkt alls. Fortfarande ont i ryggen och jag var tvungen att resa på mig, och sträcka ut ryggen flera gånger. 
Tid: 4.17.29
Plac: 304

* Eldris - Mora *
Väl framme i Eldris fick jag tillbaka lite krafter. Fick målvittring när km-skyltarna övergick till enkelsiffror. Hängde på bakom två andra åkare och när det var 4km kvar började jag spurten mot mål. Tryckte på ordentligt i stakningen och passerade flera åkare. Väl i mål fick jag höra att jag kommit strax under 300. Blev positivt överraskad av placeringen. Trodde jag skulle komma runt 450 nånting. 

                       Tid: 4.47.02         Plac: 292

Är ändå nöjd med årets vasalopp. Klarade inte mitt mål på topp 200 men med tanke på det som hände innan starten samt problemen med ryggen så är jag nöjd med en 292:a plats. Farsans familjerekord tar jag nästa år... 

Spöade Ptr (igen) så..
E-P:10-3

",""
